event_key,active,name,event_start,event_end,event_type,event_subtype,description,host_org,url,media_url,map,seats,goers,invite_only,venue,address,company,audience,subject,geo_area,tags,fsq_venue_id,custom1,custom2,custom4,custom5,id,venue_id,speakers,moderators,artists,sponsors,exhibitors,staff
"187","Y","Fact Checking Fake vs. Real News","2017-06-16 11:00:00","2017-06-16 12:30:00","Strategy Session","","Librarian Edna Ewell and tech activist Kendra Moyer will discuss fact checking using the CRAAP system of web research. The CRAAP method tests sources on the web for Currency, Relevance, Authority, Accuracy, and Purpose in verifying journalists' sources. We’ll also explore tools that support journalists like PGP encryption, EFF's Surveillance Self Defense, the Guardian Project, and Secure Drop for protecting vulnerable sources.","","","","","0","14","N","State Hall: Room 127","","Radical Libraries / Archives / and Museums","","Everyone","","","","","","","","8e7d846e4f3c4573b0c397421ee30f5d","611333","Kendra Moyer, Edna Ewell","","","","",""
"178","Y","Expressive Electronics","2017-06-16 14:00:00","2017-06-16 15:30:00","Hands-on Session","","In this session we will explore how libraries can celebrate girls' intersectional identities and promote computational thinking skills through the use of low-cost, expressive electronics activities. Participants will create an expressive work using paper electronics and learn about a curriculum co-developed by librarians from Ypsilanti District Library (MI), Imperial County Free Library (CA), Tempe Public Library (AZ) and researchers from the University of Michigan’s School of Information.","","","","","0","11","N","State Hall: Room 127","","Radical Libraries / Archives / and Museums","","Everyone","","","","","","","","8f86ec063b841c4810a77ef2d3db118c","611333","Patricia Garcia, Jennifer Mann, Laura-Ann Jacobs","","","","",""
"213","Y","Beyond Security: Technology and Revolution","2017-06-16 16:00:00","2017-06-16 17:30:00","Panel-Presentation","","Securing our data is critical for our movements, but is that enough? This year, May First/People Link has called on our movements to converge in groups of all sizes for conversations about 'Technology and Revolution'. This workshop will explain that process and why it's critical.","","","","","0","16","N","State Hall: Room 111","","Securing Our Spaces","","Intermediate","","","","","","","","917129edfdc98a8bfaa16a30bba5499b","611322","Steven Renderos, Alfredo Lopez, Samir Hazboun, Melanie Bush, Bex Hurwitz","","","","",""
"70","Y","We the People of Detroit Community Research Collective","2017-06-17 11:00:00","2017-06-17 12:30:00","Panel-Presentation","","In Detroit, data visualization and mapping is often used to support gentrification by organizations that are not accountable to the community. Activists, researchers and designers from We the People of Detroit Community Research Collective will share our work to reclaim data visualization by mapping connections between water shutoffs, school closings, tax foreclosures, and other policies that impact Detroiters. We will create a map together based on participant input.","","","","","0","14","N","State Hall: Room 117","","Art as Resistance","","Everyone","","","","","","","","9180ec1608da25d843ceb73020e3f773","611314","Emily Kutil, Monica Lewis-Patrick","","","","",""
"19","Y","Activist Archiving 101","2017-06-16 11:00:00","2017-06-16 12:30:00","Hands-on Session","","How do we document our work and ensure that future generations will have access to our ideas, materials, experiences and lessons? What models, tools and resources already exist that we can draw from? In this hands-on session, librarians and archivists will share basic techniques and concepts that will empower activists to be stewards of their own personal and/or organizational archives. Participants will come away from this session with tools and ideas about how they can archive the work they are doing.","","","","","0","26","N","State Hall: Room 113","","Radical Libraries / Archives / and Museums","","Everyone","","","","","","","","91cd1a06a2f7fdd73584d3e587511922","611321","Sine Hwang Jensen, Nathaniel Moore, Claude Marks","","","","",""
"160","Y","Rejecting the Master’s Tools to Transform Public Libraries","2017-06-17 11:00:00","2017-06-17 12:30:00","Panel-Presentation","","When your library board agrees to form an antiracism team and passes a social justice resolution, how do you create concrete and lasting change within a bureaucratic, racist structure that was set up to serve white people exclusively? Staff and community members from Kalamazoo Public Library’s Antiracism Team will discuss challenges and victories over three years of antiracist organizing from the inside. Session participants will formulate strategies and tools for creating institutional change.","","","","","0","18","N","State Hall: Room 116","","Radical Libraries / Archives / and Museums","","Intermediate","","","","","","","","923a983f4d0422e68d63801cb8e8b9a4","611311","Angela Fortin, Caitlin Hoag, Fernando Ospina, Jermaine Jackson","","","","",""
"134","Y","Engaging Interviewing and Hosting","2017-06-16 16:00:00","2017-06-16 17:30:00","Panel-Presentation","","Want to learn interviewing skills? Join us in the People's Pop-up Media Shop Practice Space to practice and conduct interviews.","","","","","0","8","N","Student Center: Hilberry D","","","People's Pop-up Media Shop","Everyone","","","","","","","","926929502bbae41ff2d57fcab857731b","611328","Quinn Villagomez Roxanne Anderson Jonathan Badboy-Gibson","","","","",""
"164","Y","Adornment: Self-Care Beauty Rituals","2017-06-17 14:00:00","2017-06-17 15:30:00","Hands-on Session","","When do you feel most beautiful? This session will explore the relationship between art, beauty and healing via adornment rituals connected to ancestral and spiritual practice, mental health and total mind-body-soul resilience. We will explore adornment through discussion, writing and practicing beauty rituals using tutorials and application. Participants will walk away with a deeper understanding of beauty rituals, affirmation and new self-care tools for daily life.","","","","","0","23","N","Student Center: Hilberry B","","Healing Justice","","Intermediate","","","","","","","","938104e0f7d578608749a09178e780b7","611326","Tanya Turton","","","","",""
"118","Y","Radical Visibility: QueerCrip Fashion and Performance","2017-06-18 13:00:00","2017-06-18 14:30:00","Hands-on Session","","How do you hack your wardrobe to make it fully celebrate the intersection of all of your identities? We will explore the idea of Radical Visibility, a QueerCrip movement based on highlighting the parts of us that society typically shuns. We will discuss designing for disability, gender, race, size, sexuality, and how to run your own line. We will engage in hands-on dress up time and body movement work, which will culminate in a fashion performance and mini dance party.","","","","","0","13","N","State Hall: Room 131","","Design Justice","","Everyone","","","","","","","","9441d001200d4a57d8b9197824a19d88","611327","Sky Cubacub, Compton Quashie","","","","",""
"152","Y","Liberated Kids: Superheros for the Revolution","2017-06-17 14:00:00","2017-06-17 15:30:00","Practice Space session","","The revolution begins with liberated and carefree children of color. This hands-on, interactive art workshop will help kids understand that heroes are not only superheroes, but everyday people who stand up for what is right or help someone in need. After identifying their favorite superheroes, children will participate in creative play to identify their own unique strengths, gifts, and talents that they can leverage for good.","","","","","0","0","N","Student Center: Hilberry E","","Kids & Caregivers Transform the World!","","Kids only","","","","","","","","944a92e8a3f3fd74874128ab5b68391b","611315","Trina Greene Brown","","","","",""
"290","Y","All Good Food Has A Story. We Tell It ","2017-06-17 16:00:00","2017-06-17 17:30:00","Tour/Field Trip","","Do you want to take a private bus tour around Detroit exploring the people, places, and products that are transforming the city?&nbsp; We will visit the markets, restaurants, juice bars, jam makers and lunch diners that are making Detroit a celebrated and controversial food city.&nbsp; We promise a great day of touring and an incredible day of food while talking to local experts about what it takes to start a food business, to scaling the business to when does revitalization become gentrification.&nbsp;","","","","","0","7","N","Shuttle Stop: Anthony Wayne & Kirby","","Food Matters","","Everyone","","","","","","","","94b0b2b26c253d2bc41b3550c0e5d40f","611329","Devita Davison","","","","",""
"239","Y","Decolonizing Indigenous Food and Seed","2017-06-17 14:00:00","2017-06-17 15:30:00","Strategy Session","","Can you call yourselves sovereign if you can't feed yourselves? We will share and discuss the work around rebuilding Native community health through decolonizing food and seed. We will learn about methods utilized by Slow Food Turtle Island and the Upper Midwest Indigenous Seedkeepers Alliance to balance health with respecting tribal knowledge. Participants will be encouraged to share their experiences, and will leave with new ideas to decolonize their local food systems.","","","","","0","13","N","Student Center: Room 137","","Food Matters","","Everyone","","","","","","","","95228e66cea370e7807067cdc119d771","611353","Jamie Holding Eagle","","","","",""
"14","Y","Emergent Strategy: Shaping Change, Changing Worlds","2017-06-17 16:00:00","2017-06-17 17:30:00","Hands-on Session","","Emergence is the way complex patterns and systems arise from relatively simple interactions. Emergent strategy is how humans can create complex patterns of survival through simple interactions of relationship and adaptation. In this session we will explore how to use the book 'Emergent Strategy: Shaping Change, Changing Worlds' (AK Press 2017) for organizational/movement growth. Participants will leave equipped with tools to apply emergent strategy to their own work.","","","","","0","28","N","Student Center: Hilberry A","","Poetry and Publishing","","Beginner","","","","","","","","9552b66ebf259d2248c4f81a4dddd970","611317","adrienne maree brown","","","","",""
"90","Y","With Wings and Roots: Screening and Discussion","2017-06-17 14:00:00","2017-06-17 15:30:00","Film Screening-Performance","","We will screen and discuss With Wings and Roots, a feature-length documentary that tells the stories of four young people from different immigrant backgrounds who challenge what it means to be American or German through their artwork and activism. The film juxtaposes the struggles around national identity in two cities at the epicenter of immigration debates – Berlin and New York. We will discuss the film and transmedia project’s collaborative production over ten years, its community engagement strategy, and how to foster more global conversations about migration and national identity.","","","","","0","6","N","State Hall: Room 106","","General","","Everyone","","","","","","","","9619fd553c14fc84e2100045e0c360b7","611325","Christina Antonakos-Wallace, Theresa Navarro","","","","",""
"32","Y","Read the Comments! Fostering Constructive Digital Dialogues","2017-06-17 11:00:00","2017-06-17 12:30:00","Strategy Session","","Everyone knows you shouldn&rsquo;t read the comments. Or should you? This session explores how we can create constructive and caring online spaces. Drawing from our experience with Scratch, the largest online creative community for youth, we&rsquo;ll discuss how design and moderation can nurture dialogue across experience and identity. We&rsquo;ll start with an analysis of discussions about the 2016 presidential election on Scratch, then encourage participants to share strategies for supporting the exchange of ideas across difference.","","","","","0","15","N","Student Center: Hilberry B","","General","","Everyone","","","","","","","","9704ef08655b4dbbae339500b7c1e9ac","611326","Sarah Otts, Matthew Taylor, Kasia Chmielinski","","","","",""
"26","Y","Wonderful Welcome Games","2017-06-16 11:00:00","2017-06-16 12:30:00","Hands-on Session","","Many of us will be spending the next three days together! Let’s play games that help us learn about each other and decide how to share our space. We will craft group agreements and prepare for all the fun workshops taking place over the weekend. You will be sure to laugh a lot and feel ready for a wonderful time of making media.","","","","","0","2","N","Student Center: Hilberry E","","Kids & Caregivers Transform the World!","","Kids only","","","","","","","","97998fa5bd5ae1ea3d9f7dfcba6db52a","611315","Robin Markle","","","","",""
"11","Y","Pathways for Youth Voice in Public Media","2017-06-16 14:00:00","2017-06-16 15:30:00","Panel-Presentation","","This year KQED Learning invited students from the SF Bay Area to join KQED’s first Youth Advisory Board to help shape tools for growing youth civic participation and digital literacy. Our session will explore the work of the board in its effort to center younger, more diverse voices. We will hear from members and staff of KQED’s inaugural board about lessons learned from the launch of KQED Learning’s first youth-facing YouTube series, Above the Noise. Participants will leave with strategies for infusing and amplifying youth voice into the work of adult-led, legacy media organizations.","","","","","0","10","N","State Hall: Room 135","","General","","Everyone","","","","","","","","9a134398ab729e582616c2d3e5d4453b","611310","Chanelle Ignant, Ariana Proehl, Julie Cornfield, Cami Smith-Dahl","","","","",""
"15","Y","Spells for Radicals","2017-06-17 11:00:00","2017-06-17 12:30:00","Hands-on Session","","Now is a time for magic – in words, art, poems, songs, dances and other spells. Come learn how to create and cast spells to protect yourself and your loved ones and to shape the future. We will work together to co-create a zine of radical spells that any freedom fighter can cast. Participants will leave with more confidence in their own magic and resources for cultivating revolutionary change through magic.","","","","","0","33","N","Student Center: Room 020","","Art as Resistance","","Beginner","","","","","","","","9a530dfdbd348b9e9a648fba9f46ef48","611318","adrienne maree brown","","","","",""
"171","Y","Transformative Radio with CKUT 90.3 FM","2017-06-17 11:00:00","2017-06-17 12:30:00","Hands-on Session","","As an accessible, community-based medium, radio has the potential to be transformative. In this session, participants will explore approaches to community radio production and strategies to continue the survival of a medium that amplifies the voices of community members. By the end of this workshop, participants will learn basic radio skills and reflect on how to create a more just technological future.","","","","","0","7","N","Student Center: Hilberry D","","","People's Pop-up Media Shop","Beginner","","","","","","","","9a8473768cdac33dbf7c411326bf668a","611328","Subhanya Sivajothy, Djenaba Dayle, Gaushika Mahadevan, Viola Chen, Elena Stoodley, Julia Dyck","","","","",""
"301","Y","Kreung Earthworks Urban Farm Tour","2017-06-15 13:00:00","2017-06-15 14:30:00","Hands-on Session","","This tour is helping create total awareness and appreciation of every step in the production of food that will be served and enjoyed at the Kreung AMC dinner. Usually, we do not know much about where our food comes from and who grew it but in this case, Earthworks has been growing vegetables specifically for Kreung and has been engaging the participants of their farm education program in this process. This tour provides an opportunity for AMC participants to learn from how Earthworks is building a just, beautiful food system through education, inspiration, and community development. As a working study in both social justice and in knowing the origins of the food we eat, Earthworks strives to restore our connection to the environment and community and the Kreung AMC dinner is a part of that.","","","","","0","10","N","TBA","","Food Matters","","Everyone","","","","","","","","9ab7c44715c69ce64ced8e865512d532","610055","Char's mom, Char's aunt, Chinchakriya Un","","","","",""
"158","Y","Archives for Empowerment","2017-06-18 10:00:00","2017-06-18 11:30:00","Panel-Presentation","","Archivists of color will share their experiences building space and breaking stereotypes of marginalized communities. We will explore the challenges and limitations in launching and maintaining archival projects, looking at models such as the Race &amp; Racism at The University of Richmond Project, a community archive serving the Mixteco community, a digital collection of tattooed Asian Americans, and a digital family archive. Participants will be introduced to tools and methods to build community archives and digital collections.","","","","","0","12","N","McGregor: Room F/G/H","","General","","Everyone","","","","","","","","9d8f8d746197dff5f0c414ea8b458e5a","611319","Joyce Gabiola, Jessea Young, Javier Sepúlveda Garibay, Irina Rogova","","","","",""
"154","Y","DIY Internet Radio Exploration","2017-06-18 10:00:00","2017-06-18 23:30:00","Hands-on Session","","Internet radio offers people a platform to curate their media, voice their values and amplify communities. We will discuss the position of internet radio in small communities as an agent for local advocacy and global connections. The session will explore three community-based internet radio projects as well as provide session participants with basic knowledge to create a DIY internet radio and build connections with partners.The session will be broadcasted live by youth radio producers.","","","","","0","6","N","Student Center: Hilberry C","","General","","Intermediate","","","","","","","","9e70edd7b58a49ae4c9c26fbd2c9d1cf","611336","Vanessa Sanchez, Stephanie Manriquez, Logan Bay, Diego Aguirre, Adilene Salgado Brian Cruz","","","","",""
"40","Y","Tracking Ida","2017-06-17 14:00:00","2017-06-17 15:30:00","Film Screening-Performance","","Tracking Ida is an educational alternate reality game (ARG) inspired by Ida B. Wells. Players study Wells’ crusade against lynching and apply her strategies to an investigation of police killings today. They solve puzzles, comb through historical archives, and role-play as investigative journalists. This session will present a portable version of the game for participants to play, as well as a screening of a short documentary of the week-long game being played and performed in high school classrooms in the Watts neighborhood of Los Angeles.","","","","","0","2","N","Student Center: Room 285","","Disrupting Mainstream History","","Everyone","","","","","","","","9eee0e3875841bf553cadd3e78a60f5e","611308","Emilia Yang, Tonia Beglari, Lishan AZ, Marton Robinson","","","","",""
"263","Y","Opening Ceremony","2017-06-16 18:00:00","2017-06-16 19:30:00","","","The Detroit Film Theater is located inside the Detroit Institute of Arts. Enter through the John R entrance. There will be shuttles from all hotels and from the Wayne State campus to the theater. <br /> <br /> “If there was ever a time to activate our organizer super powers, this is it” wrote Alicia Garza, one week after the 2017 inauguration, in a Mic article titled “Our cynicism will not build a movement. Collaboration will.” As we gather in Detroit for the 19th annual Allied Media Conference, we are recharging our trusted super powers and synthesizing new ones. We are drawing power from movement histories and ancestral technologies. We are laying mesh networks between movements, issues, and identities. We are learning our way into emergent strategies, trusting uncertainty and seeing the large-scale implications of our smallest-scale relationships. <br /> <br /> The AMC2017 Opening Ceremony will reflect all of this. Alicia Garza of the National Domestic Workers Alliance and co-founder of #BlackLivesMatter will give a keynote, sharing her perspectives on the power of media, art, and technology in our movements today. Scott Kurashige, author of The Fifty Year Rebellion, will ground the work of AMC in the context of Detroit as an international model for survival, resistance, and solidarity. Mona Haydar, Syrian-American Flint native, will perform her viral hit “Hijabi” live for the first time alongside Al Taw’am, the twin sisters and choreographers featured in the “Hijabi” video. The opening ceremony will also feature Kristy la rAt (co-founder of DJ collectives Maracuyeah and Anthology of Booty), and will be co-hosted by adrienne maree brown, author of Emergent Strategy and co-editor of Octavia’s Brood: Science Fiction from Social Justice Movements. <br /> <br /> Presenters include: Alicia Garza, Kristy la rAt, Sacramento Knoxx, Scott Kurashige, adrienne maree brown, Mona Haydar, Al Ta’wam, Jenny Lee and Morgan Willis.","","","","","0","67","N","Detroit Film Theatre","","","","Everyone","","","","","","","","9f13edb456c52ff9fa35c1307d0dae24","613495","Jenny Lee, adrienne maree brown, Scott Kurashige, Alicia Garza, Kristy la rAt, Sacramento Knoxx, Mona Haydar, Al Ta’wam, Morgan Willis","","","","",""
"56","Y","brASS: Brown RadicalAss Burlesque","2017-06-17 16:00:00","2017-06-17 17:30:00","Panel-Presentation","","This workshop is an intro to brASS Burlesque's work – we welcome participants into a space of exploring embodied resistance through the art form of burlesque. brASS Burlesque, through celebrations of our politicized bodies, makes politics sexy and empowers audiences to value their own stories and use their creativity towards collective action. We also explore what it means to bring performance to the streets and how to do it in a way that energizes us all. We encourage a disruption of the passive consumption of art and using performance to re-imagine our society.","","","","","0","17","N","Student Center: Room 020","","Art as Resistance","","Everyone","","","","","","","","a033c966a8604c1a43bf6ec86675d77c","611318","Michi Ilona Osato, Una Aya Osato","","","","",""
"145","Y","Kicking Literacy Kickball Game","2017-06-18 18:00:00","2017-06-18 19:30:00","Mealtime Meetup","","Our kickball game will celebrate the bright minds in Detroit kicking literacy, and at the same time allow us to engage in exercise that is full of fun. We will also be signing up teams and kids for our summer kickball league that will start at end of July. Fans and spectators welcome.","","","","","0","4","N","Baltimore Gallery (Field)","","General","","Everyone","","","","","","","","a116fb33275d24941ef8d61bcb2ad72c","611345","Corey Pope","","","","",""
"223","Y","Publishing for the People: Books as Lovework","2017-06-16 11:00:00","2017-06-16 12:30:00","Panel-Presentation","","Printed words connect us like stories in a patchwork quilt or the roots of the forest. Do you want to create a chapbook, zine, anthology of stories, book, or novel for the first time? Come gather concrete tips – from conception to marketing and self publishing, to book deals and beyond – with published authors ready to cheer you on and share tips for how to take care of yourself on the journey. All experience levels and backgrounds are welcome – you can do it!","","","","","0","15","N","Student Center: Room 285","","Poetry and Publishing","","Everyone","","","","","","","","a267344d3fc67fe22bedcc2df775ad17","611308","Alexis Pauline Gumbs, China Martens, Lisa Factora-Borchers","","","","",""
"31","Y","Stop-Motion PSAs","2017-06-18 13:00:00","2017-06-18 14:30:00","Practice Space session","","Want to encourage people to think about or take action on an issue important to you? Come make a stop-motion animation PSA! Come with an issue you believe in, and we will supply the technology. We will share some cool animating techniques, many of which are available on your phone or tablet! This workshop is led by youth media leaders from SPNN, a Community Media Center in Saint Paul, MN.","","","","","0","5","N","Student Center: Hilberry D","","","People's Pop-up Media Shop","Beginner","","","","","","","","a2a679141df074da2cbfdfc4643473ed","611328","Youth Action Committee","","","","",""
"212","Y","Using Tarot to Access Poetry’s Possibilities","2017-06-17 14:00:00","2017-06-17 15:30:00","Hands-on Session","","Tarot and poetry are ancient systems that lead to deeper knowledge, understanding, and experience. This session will offer basic working knowledge of the language of the cards as we explore the relationship between our inner selves and sites of creativity. By engaging the tarot, we will open pathways and insight to our writing practice – from inception to revision. Participants will learn tarot basics and use the cards in practice.","","","","","0","19","N","State Hall: Room 113","","Poetry and Publishing","","Beginner","","","","","","","","a2b90190f363b3bc2394103eb9781b9d","611321","Hoa Nguyen, Damian Rogers","","","","",""
"252","Y","Radical Community Spaces Network Gathering","2017-06-15 10:00:00","2017-06-15 17:00:00","","","The Radical Community Spaces (Espacios Comunitarios Radicales) Network Gathering will engage grassroots groups operating community spaces to explore skills, structures and strategies for sustainability. This is an opportunity for a national network of radical community spaces to connect, build with, and learn from each other. This convening will allow participants the opportunity to explore possible structures and strategies for the sustainability of radical community spaces through a creatively facilitated and participatory agenda. Working from a collectively formed definition of &ldquo;radical,&rdquo; we will exchange insight and solution-oriented ideas that support this work in our communities. This is an open network gathering.<br /> <br /> Coordinators of this network gathering are Ann-Meredith Wooton, Jayeesha Dutta, and Rei Lorin.","","","","","0","11","N","Student Center: Room 025","","","","","","","","","","","","a30d49576d12305d8d0077ef01692e56","611312","","","","","",""
"201","Y","Healing with Tai Chi","2017-06-18 13:00:00","2017-06-18 14:30:00","Hands-on Session","","Tai Chi Ch'uan is a Chinese martial art. The main principle is to learn to relax through understanding our own bodies. During the session, we will practice tai chi. I will share some simple movements that you can do at home.","","","","","0","9","N","MGregor: Room J","","Healing Justice","","Everyone","","","","","","","","a3997ae3a95f99565dadc4dd12f33365","611351","Marcia Lee","","","","",""
"75","Y","Organizing for Cultural Equity","2017-06-17 11:00:00","2017-06-17 12:30:00","Strategy Session","","Cultural organizations by and for communities of color are underfunded by foundations and widely misunderstood by the nonprofit industrial complex. This workshop details successful organizing efforts in New Orleans, Denver and San Antonio to hold funders and nonprofits accountable. How can we share what we have learned to make our trans-local efforts even stronger? Participants will leave with new relationships, organizing techniques and opportunities for collaboration.","","","","","0","7","N","State Hall: Room 131","","Resourcing and Sustaining Our Movements","","Everyone","","","","","","","","a5eb03fd735c06d0550e1e58804b8fb0","611327","Tanya Mote, Sage Crump, Graciela Sanchez, Ann-Meredith Rascalsome, Jayeesha Dutta, Maria Rangel","","","","",""
"44","Y","Self Care for Birthworkers","2017-06-17 18:00:00","2017-06-17 20:00:00","Mealtime Meetup","","When was the last time birth workers came together to affirm, relate and love on each other? The nature of birthwork requires us to give our energy outward but there is value in giving that same love to ourselves and each other. Through dialogue and creative expression, we will provide community birthworkers a space of personal reflection and celebration. Participants will discuss the importance of birthworker solidarity, especially as it pertains to our specific community needs.","","","","","0","6","N","McGregor: Room J","","Healing Justice","","Everyone","","","","","","","","a60bb6f7e37d84ce3ad34203439738c6","611330","Angela Abiodun, Olivia Harper Ebere Oparaeke","","","","",""
"217","Y","Teen Presence in the National Museum of Mexican Art","2017-06-17 11:00:00","2017-06-17 12:30:00","Panel-Presentation","","How can giving teens free reign over a museum transform that institution’s culture? We will explore how the teens of Yollocalli Arts Reach are activating the National Museum of Mexican Art in Chicago through a new, younger lens. We will share our role within the museum, the teen-centric events we curate, and how we sustain our movement. Participants will leave with an understanding of how the development of a youth council within a museum can generate an increase in youth attendance and engagement.","","","","","0","2","N","State Hall: Room 111","","Radical Libraries / Archives / and Museums","","Everyone","","","","","","","","a62446a42f0ca1b3ca160030f97ea4c0","611322","Whitney Ross, Jennifer Aguilar, Gilberto Sandoval, Eduardo Garcia","","","","",""
"55","Y","Creating All-Black Spaces","2017-06-16 12:45:00","2017-06-16 13:45:00","Hands-on Session","","We will discuss the challenges and benefits to creating, maintaining and attending all-Black spaces. A conversation about all-Black spaces necessitates a conversation about what 'Black' is and if it is necessary. Participants will leave with a wider and deeper understanding of the myriad experiences that fall under the 'Black experience', a list of best practices for creating all-Black spaces and the outline of a collective statement.","","","","","0","12","N","State Hall: Room 116","","General","","Everyone","","","","","","","","a6285251316c1cea7b5fd1865926af34","611311","Brianna Wilson/brilyahnt, Kandace Montgomery, Miski Noor","","","","",""
"49","Y","Alternative Futures","2017-06-16 11:00:00","2017-06-16 12:30:00","Hands-on Session","","Alternative facts, altered histories, and daunting obstacles of the present &ndash; despite it all, one thing is clear &ndash; our ability to imagine futures has always paved a way forward. We will flex our imaginations and work to reimagine our own futures by generating visuals of alternative futures. Participants will leave with new tools, design processes, and potential digital graphics.","","","","","0","20","N","Student Center: Room 384","","General","","Beginner","","","","","","","","a68bf35ce69eced78068f87b4c8d6394","611332","Christine Cordero, Saa'un Bell, Maria Zamudio","","","","",""
"95","Y","Diggin Deep: Remixing Research","2017-06-16 16:00:00","2017-06-16 17:30:00","Hands-on Session","","Participants will explore how music sampling promotes research skills outside of academic institutions. We will make connections between the process of sampling music and researching. Attendees will research songs, locate samples, and create deeper connections between music and culture.","","","","","0","12","N","State Hall: Room117","","Sound Revolution and ARTivism","","Everyone","","","","","","","","a7eac6af4f4bef4ea4e25486152283fe","611347","Jordan Brown, Sterling Toles","","","","",""
"151","Y","Creative & free digital communication strategies","2017-06-18 10:00:00","2017-06-18 11:30:00","Hands-on Session","","Often movement building is done without resources for communications. We will explore free methods for creating a digital media strategy. We will look at examples from the Wilmington Wire, a community-run media hub that reaches over 100K people a month without funding. We will demonstrate how to maximize exposure on social media, how to use free design tools for posters and infographics, and how to reframe complex messages to reach your target audience.","","","","","0","21","N","State Hall: Room 127","","Resourcing and Sustaining Our Movements","","Everyone","","","","","","","","a7ec2a3e5c90a9745dd583851c98367a","611333","Lauren Valdez","","","","",""
"144","Y","Impact, Storytelling, and Community Archives","2017-06-18 13:00:00","2017-06-18 14:30:00","Panel-Presentation","","The connections between impact studies, social justice, and records are gaining increasing prominence in the archival discourse. This panel will involve three researchers and professionals in this field: Wendy Duff, Samip Mallick, and Ricardo Punzalan. Panelists will use their original research to discuss the relationship between storytelling and impact in community archives, as it relates to contemporary political and social issues.","","","","","0","17","N","McGregor: Room F/G/H","","Disrupting Mainstream History","","Everyone","","","","","","","","a8442bc6a595c17ad83fa4df51f52d22","611319","Wendy Duff, Samip Mallick, Ricardo L. Punzalan","","","","",""
"205","Y","Cover Your Tails!","2017-06-16 14:00:00","2017-06-16 15:30:00","Hands-on Session","","It’s more important than ever to cover your digital 'Tails'! To do this we will explore Tails, a live system that aims to preserve your privacy and anonymity. Bring your own USB Flash Drive of at least 4GB in size, and we’ll help you create a Live Tails USB! Participants will leave with a working Tails USB and the knowledge to help them use the web securely and anonymously.","","","","","0","12","N","Student Center: Room 384","","Securing Our Spaces","","Intermediate","","","","","","","","a9e2aea6876be29b8d385e2094f12d04","611332","John Gallias, Breanna Hamm","","","","",""
"167","Y","Transforming the Family Album","2017-06-18 10:00:00","2017-06-18 11:30:00","Hands-on Session","","How can narratives within the family album change the way we see others and ourselves? This session will explore various ways artists and activists can reshape the family album to empower communities for a 21st Century. Participants will investigate and share stories rooted within their own family photographic collections and archives. Participants will create and develop community photo sharing and digitizing projects tailored to their own work and organizations.","","","","","0","2","N","State Hall: Room117","","Radical Libraries / Archives / and Museums","","Everyone","","","","","","","","aa7b220b296999dc5072e009c68fde96","611347","Thomas Allen Harris, Don Perry","","","","",""
"27","Y","Poetry and Publishing from Inside","2017-06-17 16:00:00","2017-06-17 17:30:00","Film Screening-Performance","","What is the role of the poetry workshop in prison activism and decarceration? This session presents a poetry reading from participants in poetry workshops in prisons in Pennsylvania, Indiana, and Michigan followed by a discussion with a previously incarcerated poet, facilitators of workshops inside, and a publisher of poems from inside strategizing how poetry workshops can serve incarcerated publics and double as space to destabilize carceral logic. We consider ways publishing can build coalition between people inside and outside and challenge public perceptions of the prison system.","","","","","0","6","N","State Hall: Room 106","","Poetry and Publishing","","Everyone","","","","","","","","aa9d8b3dc9b751e6966c6c4b7409224d","611325","Megan Stockton, Jonathan Rajewski, James D. Thomas, Richard Wehrenberg Jr.","","","","",""
"300","Y","Kreung Dinner Team Building & Learning: Chum Reap Sew","2017-06-15 09:30:00","2017-06-15 12:00:00","Hands-on Session","","Chum reap sew means &ldquo;welcome&rdquo; in Khmer. This session will be an orientation and powerful team building space for people interested in being a part of the collective preparation of the Kreung AMC dinner. Participants will create maps of their food lives, share them with each other, and learn about the culinary and cultural journey that has brought Kreung into being. They will also learn the names and significance of the dishes that Chef Chinchakriya Un and her mother have chosen for the AMC feast so that the labor they do has purpose and meaning.","","","","","0","2","N","McGregor: Room I","","Food Matters","","Everyone","","","","","","","","aaedf33da11a264a5cd09c4478c60373","616812","Char's mom, Char's aunt, Chinchakriya Un","","","","",""
"249","Y","Abundant Bodies Network Gathering","2017-06-15 10:00:00","2017-06-15 17:00:00","","","How do we unlearn mainstream ideas of what a body should look like and learn to celebrate the diversity, resilience, wisdom and beauty of all bodies? The Abundant Bodies Network Gathering will challenge the ongoing ways mainstream media shames and harms abundant bodies, name fat phobia in our organizing and activism, and will create media and practical strategies for resistance, healing and community building. We will broaden the conversation around fat activism by centering this gathering on the voices of indigenous, Black, people of color, dis/abled, super-sized, trans and queer fat folks. Abundant/thick/fat bodies are the target of so much hate, policing and negativity, even in our organizing communities. Through workshops, skillshares and community building we will transform mainstream ideas around abundant bodies and create resilient communities, media and art that celebrates our bodies! This is an open network gathering. To propose a session, please submit this form.<br /> <br /> Coordinators of this network gathering are Linda Dianne, Amanda Levitt, KC Slack, and Kytara Epps.","","","","","0","9","N","McGregor: Room C","","","","","","","","","","","","aafdd319f897fe13fb4e5bc8362eea17","614773","","","","","",""
